Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
15992204,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""""","=""""",0,4.21,Pantheon,Kindle Edition,530,2012,2012,,2020/10/16,currently-reading,currently-reading (#129),currently-reading,,,,1,0
32726815,"Runnin' with the Devil: A Backstage Pass to the Wild Times, Loud Rock, and the Down and Dirty Truth Behind the Making of Van Halen",Noel E. Monk,"Monk, Noel E.",,"=""""","=""""",5,4.00,Dey Street Books,Kindle Edition,371,2017,,2020/10/15,2020/10/09,,,read,Great book on the early years of Van Halen during the DLR days!  ,,,1,0
52194898,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""""","=""""",0,4.11,Simon & Schuster,Kindle Edition,352,2020,2020,,2020/10/06,currently-reading,currently-reading (#128),currently-reading,,,,1,0
53954596,One Vote Away: How a Single Supreme Court Seat Can Change History,Ted Cruz,"Cruz, Ted",,"=""""","=""""",0,4.35,Regnery Publishing,Kindle Edition,271,2020,2020,,2020/10/06,currently-reading,currently-reading (#127),currently-reading,,,,1,0
35534048,"Zero Day (John Puller, #1)",David Baldacci,"Baldacci, David",,"=""""","=""""",0,4.06,Grand Central Publishing ,Kindle Edition,457,2011,2011,,2020/10/05,currently-reading,currently-reading (#126),currently-reading,,,,1,0
54607495,"The Ninja's Blade (Lily Wong, #2)",Tori Eldridge,"Eldridge, Tori",,"=""1951709217""","=""9781951709211""",0,4.11,Agora Books,Kindle Edition,265,2020,2020,,2020/10/05,currently-reading,currently-reading (#126),currently-reading,,,,1,0
48567223,Fortitude: Resilience in the Age of Outrage,Dan Crenshaw,"Crenshaw, Dan",,"=""1538733293""","=""9781538733295""",0,4.42,Twelve,Kindle Edition,257,2020,2020,,2020/10/01,currently-reading,currently-reading (#125),currently-reading,,,,1,0
53840480,Go Brain Teasers: 25 brain teasers to tickle your mind and help you master the Go programming language,Miki Tebeka,"Tebeka, Miki",,"=""""","=""""",0,3.76,,Kindle Edition,99,2020,,,2020/10/01,currently-reading,currently-reading (#124),currently-reading,,,,1,0
54804101,Memoir of a Roadie,Joel  Miller,"Miller, Joel",,"=""""","=""""",0,3.64,"Albion Entertainment, Inc.",Kindle Edition,480,2020,2020,,2020/09/27,currently-reading,currently-reading (#123),currently-reading,,,,1,0
54820808,#DELETED: Big Tech's Battle to Erase a Movement and Subvert Democracy,Allum Bokhari,"Bokhari, Allum",,"=""1546059334""","=""9781546059332""",0,4.24,Center Street,Kindle Edition,289,2020,,,2020/09/22,currently-reading,currently-reading (#122),currently-reading,,,,1,0
40726008,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,"Eker, T. Harv",,"=""""","=""""",0,4.21,HarperCollins e-books; roughcut edition,Kindle Edition,224,2009,1999,,2020/09/18,currently-reading,currently-reading (#121),currently-reading,,,,1,0
49864047,"Total Power (Mitch Rapp, #19)",Kyle Mills,"Mills, Kyle",Vince Flynn,"=""""","=""""",0,4.30,Atria/Emily Bestler Books,Kindle Edition,380,2020,2020,,2020/09/16,currently-reading,currently-reading (#120),currently-reading,,,,1,0
29564460,Hacked Again,Scott N. Schober,"Schober, Scott N.",,"=""0996902228""","=""9780996902229""",0,3.95,ScottSchober.com Publishing,Kindle Edition,207,2016,,,2020/09/12,currently-reading,currently-reading (#119),currently-reading,,,,1,0
53204167,AWS Certified Security - Specialty Exam Guide: All you need to know to clear the AWS Security Speciality exam,Stuart Scott,"Scott, Stuart",,"=""""","=""9781789534474""",0,3.60,,kindle_edition,,2020,,,2020/09/10,currently-reading,currently-reading (#118),currently-reading,,,,1,0
17204679,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""""","=""""",0,4.37,Beacon Press,Kindle Edition,188,2006,1946,,2017/12/30,currently-reading,currently-reading (#117),currently-reading,,,,1,0
24366759,"Better Than Before: What I Learned About Making and Breaking Habits--to Sleep More, Quit Sugar, Procrastinate Less, and Generally Build a Happier Life",Gretchen Rubin,"Rubin, Gretchen",,"=""""","=""""",0,3.82,Crown,Kindle Edition,322,2015,2015,,2020/08/24,currently-reading,currently-reading (#116),currently-reading,,,,1,0
49700440,"The Ninja Daughter (Lily Wong, #1)",Tori Eldridge,"Eldridge, Tori",,"=""""","=""""",0,3.74,Agora Books,Kindle Edition,199,2019,2019,,2020/08/21,currently-reading,currently-reading (#115),currently-reading,,,,1,0
37761254,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",0,4.12,HarperCollins e-books,Kindle Edition,382,2017,2008,,2020/07/30,currently-reading,currently-reading (#114),currently-reading,,,,1,0
30557997,Code Warriors: NSA's Codebreakers and the Secret Intelligence War Against the Soviet Union,Stephen Budiansky,"Budiansky, Stephen",,"=""""","=""""",0,3.73,Vintage,Kindle Edition,372,2016,2016,,2020/07/30,currently-reading,currently-reading (#113),currently-reading,,,,1,0
39996236,"30 Days to Understanding the Bible, 30th Anniversary: Unlock the Scriptures in 15 minutes a day",Max Anders,"Anders, Max",,"=""""","=""""",0,4.44,Thomas Nelson,Kindle Edition,385,2018,2018,,2020/07/30,currently-reading,currently-reading (#112),currently-reading,,,,1,0
48496518,"Near Dark (Scot Harvath, #19)",Brad Thor,"Thor, Brad",,"=""""","=""""",0,4.24,Atria/Emily Bestler Books,Kindle Edition,349,2020,2020,,2020/07/26,currently-reading,currently-reading (#111),currently-reading,,,,1,0
48502553,CISM Certified Information Security Manager Bundle,Peter H.  Gregory,"Gregory, Peter H.",,"=""""","=""""",0,4.57,McGraw Hill,Kindle Edition,1194,2019,,,2020/07/08,currently-reading,currently-reading (#110),currently-reading,,,,1,0
48731503,"Becoming Bulletproof: Protect Yourself, Read People, Influence Situations, and Live Fearlessly",Evy Poumpouras,"Poumpouras, Evy",,"=""""","=""""",0,4.15,Atria Books,Kindle Edition,333,2020,2020,,2020/06/28,currently-reading,currently-reading (#108),currently-reading,,,,1,0
39099071,Distributed Computing with Go: Practical concurrency and parallelism for Go applications,V.N. Nikhil Anurag,"Anurag, V.N. Nikhil",,"=""""","=""""",0,4.00,Packt Publishing,Kindle Edition,248,2018,,,2020/06/28,currently-reading,currently-reading (#107),currently-reading,,,,1,0
43268781,"Hands-On Dependency Injection in Go: Develop clean Go code that is easier to read, maintain, and test",Corey Scott,"Scott, Corey",,"=""1789131758""","=""9781789131758""",0,3.88,Packt Publishing,Kindle Edition,346,2018,,,2020/06/25,currently-reading,currently-reading (#106),currently-reading,,,,1,0
46259430,"AWS Certified Security - Specialty : Study Guide: Covers exam objectives, review questions and exam preparation quizzes",Zeal Vora,"Vora, Zeal",,"=""1645469190""","=""9781645469193""",0,3.64,Notion Press,Kindle Edition,464,2020,,,2020/06/14,currently-reading,currently-reading (#105),currently-reading,,,,1,0
15825138,"Finding Ultra: Rejecting Middle Age, Becoming One of the World's Fittest Men, and Discovering Myself",Rich Roll,"Roll, Rich",,"=""""","=""""",0,4.02,Crown Archetype,Kindle Edition,272,2012,2012,,2020/06/05,currently-reading,currently-reading (#104),currently-reading,,,,1,0
25653367,Van Halen Rising: How a Southern California Backyard Party Band Saved Heavy Metal,Greg Renoff,"Renoff, Greg",,"=""1770907920""","=""9781770907928""",4,4.23,ECW Press,Kindle Edition,402,2015,2015,2020/06/04,2020/05/27,,,read,Great book about the history of Van Halen from the beginning until after their first record came out.   Lots of stories from people that know them and were a part of the back yard party scene in the early days and their club days later.,,,1,0
20204721,iWoz: Computer Geek to Cult Icon,Steve Wozniak,"Wozniak, Steve",Gina Smith,"=""""","=""""",0,3.84,W. W. Norton & Company,Kindle Edition,330,2007,2006,,2020/05/30,currently-reading,currently-reading (#103),currently-reading,,,,1,0
51624108,Ted Templeman: A Platinum Producer’s Life in Music,Ted Templeman,"Templeman, Ted",Greg Renoff,"=""1773054813""","=""9781773054810""",0,4.23,ECW Press,Kindle Edition,463,2020,,2020/05/26,2020/05/20,,,read,"A really great book about the discoverer and producer of many great bands (Doobie Brothers, Van Halen, etc.).  Lots of great stories and lessons.",,,1,0
23300328,SEO 2014: Learn Search Engine Optimization with Smart Internet Marketing Strategies,Adam  Clarke,"Clarke, Adam",,"=""""","=""""",0,4.10,Digital Smart Publishing,Kindle Edition,240,2014,2014,,2020/05/24,currently-reading,currently-reading (#102),currently-reading,,,,1,0
42586749,Go Programming for Network Operations: A Golang Network Automation Handbook,Tom McAllen,"McAllen, Tom",,"=""""","=""""",0,3.59,,Kindle Edition,113,2018,,,2020/05/21,currently-reading,currently-reading (#101),currently-reading,,,,1,0
9849592,Know Your Bible: All 66 Books Explained and Applied,Paul Kent,"Kent, Paul",,"=""""","=""""",0,4.22,,Kindle Edition,99,,2008,,2020/05/21,currently-reading,currently-reading (#100),currently-reading,,,,1,0
21415875,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""""","=""""",0,3.65,Dutton,Kindle Edition,525,2014,2014,,2020/05/21,currently-reading,currently-reading (#100),currently-reading,,,,1,0
36254474,"3 Months to No.1: The 2024 ""No-Nonsense"" SEO Playbook for Getting Your Website Found on Google",Will Coombe,"Coombe, Will",,"=""""","=""""",0,4.52,,Kindle Edition,249,2017,,,2020/05/20,currently-reading,currently-reading (#99),currently-reading,,,,1,0
49458136,"Mastering Go: Create Golang production applications using network libraries, concurrency, machine learning, and advanced data structures",Mihalis Tsoukalos,"Tsoukalos, Mihalis",,"=""1838555323""","=""9781838555320""",0,3.82,Packt Publishing,Kindle Edition,798,2019,,,2020/04/02,currently-reading,currently-reading (#91),currently-reading,,,,1,0
20342755,HBR Guide to Getting the Right Work Done,Harvard Business Review,"Review, Harvard Business",,"=""""","=""""",0,3.93,Harvard Business Review Press,Kindle Edition,210,2012,2010,,2020/05/04,currently-reading,currently-reading (#98),currently-reading,,,,1,0
51901495,Master Your Focus: A Practical Guide to Stop Chasing the Next Thing and Focus on What Matters Until It's Done (Mastery #3),Thibaut Meurisse,"Meurisse, Thibaut",,"=""""","=""""",0,4.22,,Kindle Edition,236,2019,,,2020/05/04,currently-reading,currently-reading (#97),currently-reading,,,,1,0
20359903,Smarter: The New Science of Building Brain Power,Dan Hurley,"Hurley, Dan",,"=""0698148495""","=""9780698148499""",0,3.50,Plume,Kindle Edition,306,2013,2013,,2020/04/29,currently-reading,currently-reading (#96),currently-reading,,,,1,0
43854293,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",0,4.01,"Little, Brown and Company",Kindle Edition,401,2019,2019,,2019/10/15,currently-reading,currently-reading (#63),currently-reading,,,,1,0
34884536,The Illustrated Network: How TCP/IP Works in a Modern Network,Walter Goralski,"Goralski, Walter",,"=""0128110287""","=""9780128110287""",0,4.08,Morgan Kaufmann,Kindle Edition,899,2017,2006,,2020/04/20,currently-reading,currently-reading (#95),currently-reading,,,,1,0
45486993,Learn Data Structures and Algorithms with Golang: Level up your Go programming skills to develop faster and more efficient code,Bhagvan Kommadi,"Kommadi, Bhagvan",,"=""178961841X""","=""9781789618419""",0,4.11,Packt Publishing,Kindle Edition,338,2019,,,2020/04/15,currently-reading,currently-reading (#94),currently-reading,,,,1,0
49848063,Hands-On System Programming with Go: Build modern and concurrent applications for Unix and Linux systems using Golang,Alex Guerrieri,"Guerrieri, Alex",,"=""1789803365""","=""9781789803365""",0,3.57,Packt Publishing,Kindle Edition,458,2019,,,2020/04/15,currently-reading,currently-reading (#93),currently-reading,,,,1,0
38350507,"Security with Go: Explore the power of Golang to secure host, web, and cloud services",John Daniel Leon,"Leon, John Daniel",,"=""""","=""""",0,3.86,Packt Publishing,Kindle Edition,686,2018,,,2020/04/11,currently-reading,currently-reading (#92),currently-reading,,,,1,0
50672849,The Hacker and the State: Cyber Attacks and the New Normal of Geopolitics,Ben  Buchanan,"Buchanan, Ben",,"=""0674245997""","=""9780674245990""",0,4.22,Harvard University Press,Kindle Edition,406,2020,2020,,2020/03/26,currently-reading,currently-reading (#90),currently-reading,,,,1,0
50278376,Stillness is the Key,Ryan Holiday,"Holiday, Ryan",,"=""""","=""""",0,4.23,Portfolio,Kindle Edition,283,,2019,,2020/03/25,currently-reading,currently-reading (#89),currently-reading,,,,1,0
42280533,Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life),Thomas Erikson,"Erikson, Thomas",,"=""""","=""""",0,3.49,St. Martin's Essentials,Kindle Edition,292,2019,2014,,2020/03/15,currently-reading,currently-reading (#88),currently-reading,,,,1,0
43303885,Securing the Perimeter: Deploying Identity and Access Management with Free Open Source Software,Michael Schwartz,"Schwartz, Michael",Maciej Machulak,"=""1484226011""","=""9781484226018""",0,3.80,Apress,Kindle Edition,398,2018,,,2020/03/15,currently-reading,currently-reading (#87),currently-reading,,,,1,0
35157766,Red Teaming: How Your Business Can Conquer the Competition by Challenging Everything,Bryce G Hoffman,"Hoffman, Bryce G",,"=""1101905980""","=""9781101905982""",0,4.01,Crown Currency,Kindle Edition,277,2017,,,2020/03/08,currently-reading,currently-reading (#86),currently-reading,,,,1,0
46041670,Staring Down the Wolf: 7 Leadership Commitments That Forge Elite Teams,Mark Divine,"Divine, Mark",,"=""""","=""""",0,4.02,St. Martin's Press,Kindle Edition,311,2020,2020,,2020/03/08,currently-reading,currently-reading (#85),currently-reading,,,,1,0
48495926,Facebook: The Inside Story,Steven Levy,"Levy, Steven",,"=""""","=""""",0,4.07,Blue Rider Press,Kindle Edition,592,2020,2020,,2020/03/04,currently-reading,currently-reading (#84),currently-reading,,,,1,0
33391365,"Persuasion Tactics: Covert Psychology Strategies to Influence, Persuade, & Get Your Way (Without Manipulation)",Patrick King,"King, Patrick",,"=""""","=""""",0,3.43,,Kindle Edition,156,2016,,,2020/03/02,currently-reading,currently-reading (#83),currently-reading,,,,1,0
36117331,"Resilient: How to Grow an Unshakable Core of Calm, Strength, and Happiness",Rick Hanson,"Hanson, Rick",Forrest Hanson,"=""0451498852""","=""9780451498854""",0,3.80,Harmony,Kindle Edition,269,2018,2018,,2020/02/26,currently-reading,currently-reading (#82),currently-reading,,,,1,0
26130575,A Burglar's Guide to the City,Geoff Manaugh,"Manaugh, Geoff",,"=""""","=""""",0,3.35,FSG Originals,Kindle Edition,306,2016,2015,,2020/02/23,currently-reading,currently-reading (#81),currently-reading,,,,1,0
25873277,A Calculated Risk,Katherine Neville,"Neville, Katherine",,"=""""","=""""",0,3.61,Open Road Media Mystery & Thriller,Kindle Edition,354,2015,1992,,2020/02/15,currently-reading,currently-reading (#80),currently-reading,,,,1,0
50721474,Hunting Cyber Criminals: A Hacker's Guide to Online Intelligence Gathering Tools and Techniques,Vinny Troia,"Troia, Vinny",,"=""""","=""""",0,4.04,Wiley,Kindle Edition,502,2020,,,2020/02/13,currently-reading,currently-reading (#79),currently-reading,,,,1,0
50736315,Kubernetes: Up and Running: Dive into the Future of Infrastructure,Brendan Burns,"Burns, Brendan",,"=""""","=""""",0,4.06,O'Reilly Media,Kindle Edition,278,2019,2016,,2018/01/08,currently-reading,currently-reading (#5),currently-reading,,,,1,0
34376766,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,"Schreier, Jason",,"=""""","=""""",4,4.21,Harper Paperbacks,Kindle Edition,353,2017,2017,2020/01/16,2020/01/14,,,read,"Interesting book, especially if you are interested in gaming and the industry.",,,1,0
41561547,Agile Security Development Life Cycle (ASDLC): Integrating Security into the System Development Life Cycle,Mark A. Russo,"Russo, Mark A.",,"=""""","=""""",0,4.67,Syber Risk LLC,Kindle Edition,123,2018,,,2020/01/10,to-read,to-read (#56),to-read,,,,0,0
8646752,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""""","=""""",0,4.16,O'Reilly Media,Kindle Edition,520,2010,1984,,2020/01/14,to-read,to-read (#55),to-read,,,,0,0
41084417,The Art of Bravely Default,Square Enix,"Enix, Square",Yoshida Akihiko,"=""1506710263""","=""9781506710266""",5,4.56,Dark Horse Books,Hardcover,256,2019,2013,,2020/01/14,,,read,,,,1,0
39130180,CISM Certified Information Security Manager All-in-One Exam Guide,Peter H.  Gregory,"Gregory, Peter H.",,"=""1260027031""","=""9781260027037""",4,4.02,McGraw Hill,Paperback,541,2018,,,2020/01/14,,,read,,,,1,0
44002485,Practical Security,Roman Zabicki,"Zabicki, Roman",,"=""168050634X""","=""9781680506341""",5,4.25,"The Pragmatic Programmers, LLC",Paperback,132,2019,,,2020/01/14,,,read,,,,1,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Ballantine Books,Hardcover,326,2019,2019,,2020/01/03,to-read,to-read (#54),to-read,,,,0,0
48525568,The Leader's Guide,Eric Ries,"Ries, Eric",,"=""""","=""""",0,4.14,Audible Original,Audible Audio,,2019,,,2020/01/03,to-read,to-read (#53),to-read,,,,0,0
36393702,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""""","=""""",0,3.93,Basic Books,Kindle Edition,423,2018,2018,,2020/01/03,to-read,to-read (#52),to-read,,,,0,0
44599442,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,"=""""","=""""",0,4.14,W. W. Norton & Company,Kindle Edition,410,2019,2019,,2020/01/03,to-read,to-read (#51),to-read,,,,0,0
42315268,Unstoppable: A 90-Day Plan to Biohack Your Mind and Body for Success,Ben Angel,"Angel, Ben",,"=""1613083904""","=""""",0,3.58,Entrepreneur Press,Kindle Edition,262,2018,2018,,2020/01/02,currently-reading,currently-reading (#78),currently-reading,,,,1,0
37810953,"Python Penetration Testing Cookbook: Practical recipes on implementing information gathering, network security, intrusion detection, and post-exploitation",Rejah Rehim,"Rehim, Rejah",,"=""""","=""""",0,4.00,Packt Publishing,Kindle Edition,419,2017,,,2019/12/27,currently-reading,currently-reading (#77),currently-reading,,,,1,0
36507464,"Penetration Testing with Shellcode: Detect, exploit, and secure network-level and operating system vulnerabilities",Hamza Megahed,"Megahed, Hamza",,"=""""","=""""",0,3.00,Packt Publishing,Kindle Edition,425,2018,,,2019/12/27,currently-reading,currently-reading (#76),currently-reading,,,,1,0
36657725,How to Lead When You're Not in Charge Study Guide: Leveraging Influence When You Lack Authority,Clay Scroggins,"Scroggins, Clay",,"=""""","=""""",0,3.78,HarperChristian Resources,Kindle Edition,91,2018,2017,,2019/12/25,currently-reading,currently-reading (#75),currently-reading,,,,1,0
45027848,"Mental Models: 30 Thinking Tools that Separate the Average From the Exceptional. Improved Decision-Making, Logical Analysis, and Problem-Solving.",Peter Hollins,"Hollins, Peter",,"=""""","=""""",0,3.97,PH Learning Inc.,Kindle Edition,257,2019,2019,,2019/12/17,currently-reading,currently-reading (#74),currently-reading,,,,1,0
36294636,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Kindle Edition,360,2017,2017,,2019/12/17,currently-reading,currently-reading (#73),currently-reading,,,,1,0
46021769,Hands-On Network Programming with C: Learn socket programming in C and write secure and optimized network code,Lewis Van Winkle,"Winkle, Lewis Van",,"=""1789344085""","=""9781789344080""",0,4.62,Packt Publishing,Kindle Edition,761,2019,,,2019/12/10,currently-reading,currently-reading (#72),currently-reading,,,,1,0
41436213,Sandworm: A New Era of Cyberwar and the Hunt for the Kremlin's Most Dangerous Hackers,Andy Greenberg,"Greenberg, Andy",,"=""0385544413""","=""""",0,4.36,Doubleday,Kindle Edition,368,2019,2019,,2019/12/07,currently-reading,currently-reading (#71),currently-reading,,,,1,0
43544435,"Discipline Your Thoughts: Uncover The Origins of Your Thoughts, Correct Common Thinking Errors, and Critically and Logically Assess Your Beliefs (Mental Discipline Book 3)",Steven Schuster,"Schuster, Steven",,"=""""","=""""",0,3.83,,Kindle Edition,211,2019,,,2019/10/15,currently-reading,currently-reading (#64),currently-reading,,,,1,0
41014903,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",0,4.14,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,366,2017,2017,,2019/12/07,currently-reading,currently-reading (#70),currently-reading,,,,1,0
36597710,How to Turn Down a Billion Dollars: The Snapchat Story,Billy  Gallagher,"Gallagher, Billy",,"=""""","=""""",0,3.68,St. Martin's Press,Kindle Edition,294,2018,,,2019/12/06,currently-reading,currently-reading (#69),currently-reading,,,,1,0
38191426,"The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""""","=""""",0,4.26,IT Revolution Press,Kindle Edition,537,2018,2013,,2019/12/02,currently-reading,currently-reading (#68),currently-reading,,,,1,0
40857434,"ComSec: Off-The-Grid Communications Strategies for Privacy Enthusiasts, Journalists, Politicians, Crooks, and the Average Joe",Justin   Carroll,"Carroll, Justin",Drew M.,"=""""","=""""",0,3.53,,Kindle Edition,84,2018,,,2019/11/28,currently-reading,currently-reading (#67),currently-reading,,,,1,0
42195117,Mastering Python for Networking and Security: Leverage Python scripts and libraries to overcome networking and security issues,José Manuel Ortega,"Ortega, José Manuel",,"=""1788990706""","=""9781788990707""",0,4.30,Packt Publishing,Kindle Edition,426,2018,,,2019/10/27,currently-reading,currently-reading (#66),currently-reading,,,,1,0
48595480,Practical Cryptography in Python: Learning Correct Cryptography by Example,Seth James Nielson,"Nielson, Seth James",Christopher K. Monson,"=""1484249003""","=""9781484249000""",0,5.00,Apress,Kindle Edition,390,2019,,,2019/10/27,currently-reading,currently-reading (#65),currently-reading,,,,1,0
43809509,"Lethal Agent (Mitch Rapp, #18)",Kyle Mills,"Mills, Kyle",Vince Flynn,"=""""","=""""",0,4.39,Atria/Emily Bestler Books,Kindle Edition,369,2019,2019,,2019/10/11,currently-reading,currently-reading (#62),currently-reading,,,,1,0
39968655,Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds,Carmine Gallo,"Gallo, Carmine",,"=""""","=""""",0,3.88,St. Martin's Press,Kindle Edition,288,2014,2014,,2019/10/06,currently-reading,currently-reading (#61),currently-reading,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.35,Avery,Kindle Edition,319,2018,2018,,2019/09/11,currently-reading,currently-reading (#60),currently-reading,,,,1,0
36322090,Real-World Bug Hunting: A Field Guide to Web Hacking,Peter Yaworski,"Yaworski, Peter",,"=""""","=""""",0,4.18,No Starch Press,Kindle Edition,264,2019,,,2019/09/11,currently-reading,currently-reading (#59),currently-reading,,,,1,0
20910106,"Intermittent Fasting 101: A Simple Guide to Losing Fat, Building Muscle and Becoming an Alpha Male",Peter Paulson,"Paulson, Peter",,"=""""","=""""",0,3.44,Good Living Publishing,Kindle Edition,32,2014,2014,2019/08/31,2019/08/31,,,read,,,,1,0
44552886,Kingdom of Lies: Unnerving Adventures in the World of Cybercrime,Kate Fazzini,"Fazzini, Kate",,"=""""","=""""",0,3.17,St. Martin's Press,Kindle Edition,231,2019,2019,,2019/08/19,currently-reading,currently-reading (#58),currently-reading,,,,1,0
30753888,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,"Cron, Ian Morgan",Suzanne Stabile,"=""""","=""""",0,4.21,IVP Formatio,Kindle Edition,229,2016,2016,,2019/08/17,currently-reading,currently-reading (#57),currently-reading,,,,1,0
40279054,"Hands-On AWS Penetration Testing with Kali Linux: Set up a virtual lab and pentest major AWS services, including EC2, S3, Lambda, and CloudFormation",Karl Gilbert,"Gilbert, Karl",Benjamin Caudill,"=""1789139031""","=""9781789139037""",0,3.60,Packt Publishing,Kindle Edition,510,2019,,,2019/08/17,currently-reading,currently-reading (#56),currently-reading,,,,1,0
28857987,Not a Fan Daily Devotional: 75 Days to Becoming a Completely Committed Follower of Jesus,Kyle Idleman,"Idleman, Kyle",,"=""""","=""""",0,4.56,Zondervan,Kindle Edition,201,2016,,,2018/03/11,currently-reading,currently-reading (#9),currently-reading,,,,1,0
44000528,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""""","=""""",0,4.14,Riverhead Books,Kindle Edition,339,2019,2019,,2019/07/07,currently-reading,currently-reading (#55),currently-reading,,,,1,0
43877372,Womanhood: The Bare Reality,Laura Dodsworth,"Dodsworth, Laura",,"=""1780664664""","=""9781780664668""",0,4.47,Pinter & Martin,Kindle Edition,336,2019,,,2019/07/06,currently-reading,currently-reading (#54),currently-reading,,,,1,0
43125027,"Backlash (Scot Harvath, #18)",Brad Thor,"Thor, Brad",,"=""""","=""""",0,4.42,Atria/Emily Bestler Books,Kindle Edition,467,2019,2019,,2019/07/01,currently-reading,currently-reading (#53),currently-reading,,,,1,0
16118089,Every Prophecy of the Bible: Clear Explanations for Uncertain Times,John F. Walvoord,"Walvoord, John F.",,"=""""","=""""",0,4.25,David C. Cook,Kindle Edition,660,2011,1999,,2019/06/30,currently-reading,currently-reading (#52),currently-reading,,,,1,0
42403906,Sea Stories: My Life in Special Operations,Admiral William H. McRaven,"McRaven, Admiral William H.",,"=""1538729725""","=""9781538729724""",5,4.44,Grand Central Publishing,Kindle Edition,353,2019,2019,2019/06/30,2019/06/20,,,read,,,,1,0
46157000,"Brain Blunders: Uncover Everyday Illusions and Fallacies, Defeat Your Flawed Thinking Habits, And Think Smarter (Or Just Less Stupidly) (Understand Your Brain Better Book 1)",Peter Hollins,"Hollins, Peter",,"=""""","=""""",0,3.71,Big Mind LLC,Kindle Edition,226,2019,,,2019/06/30,currently-reading,currently-reading (#51),currently-reading,,,,1,0
42863110,Cult of the Dead Cow: How the Original Hacking Supergroup Might Just Save the World,Joseph Menn,"Menn, Joseph",,"=""1541762371""","=""""",0,3.75,PublicAffairs,Kindle Edition,251,2019,2019,,2019/06/20,currently-reading,currently-reading (#48),currently-reading,,,,1,0
40178762,Ninja: Unmasking the Myth,Stephen Turnbull,"Turnbull, Stephen",,"=""""","=""""",0,4.00,Frontline Books,Kindle Edition,362,2017,,,2019/06/20,currently-reading,currently-reading (#48),currently-reading,,,,1,0
30814913,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life",Susan  David,"David, Susan",,"=""0698404122""","=""9780698404120""",0,3.99,Avery,Kindle Edition,281,2016,2016,,2019/06/20,currently-reading,currently-reading (#49),currently-reading,,,,1,0
41703776,"Bitcoin Billionaires: A True Story of Genius, Betrayal, and Redemption",Ben Mezrich,"Mezrich, Ben",,"=""""","=""""",0,3.99,Flatiron Books,Kindle Edition,279,2019,2019,,2019/05/26,currently-reading,currently-reading (#47),currently-reading,,,,1,0
18887423,Positive Intelligence: Why Only 20% of Teams and Individuals Achieve Their True Potential AND HOW YOU CAN ACHIEVE YOURS,Shirzad Chamine,"Chamine, Shirzad",,"=""1608322912""","=""9781608322916""",0,4.06,Greenleaf Book Group Press,Kindle Edition,241,2012,2012,,2019/05/15,currently-reading,currently-reading (#46),currently-reading,,,,1,0
35496413,"Applied Cryptography: Protocols, Algorithms and Source Code in C",Bruce Schneier,"Schneier, Bruce",,"=""""","=""""",0,4.21,Wiley,Kindle Edition,769,2017,1993,,2019/04/22,currently-reading,currently-reading (#45),currently-reading,,,,1,0
18919299,Official (ISC)2 Guide to the CSSLP ((ISC)2 Press Book 9),Mano Paul,"Paul, Mano",,"=""1466502924""","=""""",0,3.95,CRC Press,Kindle Edition,821,2011,2010,,2019/03/16,currently-reading,currently-reading (#44),currently-reading,,,,1,0
