Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57365421,Friends: Understanding the Power of our Most Important Relationships,Robin I.M. Dunbar,"Dunbar, Robin I.M.",,"=""1408711729""","=""9781408711729""",0,3.63,"Little, Brown Book Group",Kindle Edition,476,2021,,,2022/04/12,currently-reading,currently-reading (#223),currently-reading,,,,1,0
59340321,"Bet on Yourself: Recognize, Own, and Implement Breakthrough Opportunities",Ann Hiatt,"Hiatt, Ann",Eric Schmidt,"=""""","=""""",0,3.82,HarperCollins Leadership,Kindle Edition,271,2021,,,2022/04/11,currently-reading,currently-reading (#222),currently-reading,,,,1,0
60787376,Python Programming with Design Patterns,James W. Cooper,"Cooper, James W.",,"=""0137579853""","=""9780137579853""",0,3.00,Pearson,Kindle Edition,352,2021,,,2022/04/10,currently-reading,currently-reading (#221),currently-reading,,,,1,0
36183260,Nine Things Successful People Do Differently,Heidi Grant Halvorson,"Halvorson, Heidi Grant",,"=""1633695700""","=""9781633695702""",0,3.86,Harvard Business Review Press,Kindle Edition,112,2017,,,2022/04/06,currently-reading,currently-reading (#220),currently-reading,,,,1,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,"=""1736417908""","=""""",0,4.07,Will Larson,Kindle Edition,337,2021,,,2022/04/06,currently-reading,currently-reading (#219),currently-reading,,,,1,0
13159280,The Flinch,Julien Smith,"Smith, Julien",,"=""""","=""""",0,3.75,,Kindle Edition,38,2011,2011,,2022/03/29,currently-reading,currently-reading (#218),currently-reading,,,,1,0
60715722,"Cryptography and Network Security: Demystifying the ideas of Network Security, Cryptographic Algorithms, Wireless Security, IP Security, System Security, and Email Security",Bhushan Trivedi,"Trivedi, Bhushan","Savita Gandhi, Dhiren Pandit","=""""","=""""",0,2.00,BPB Publications,Kindle Edition,718,2021,,,2022/03/29,currently-reading,currently-reading (#217),currently-reading,,,,1,0
58803995,"Smarter Tomorrow: How 15 Minutes of Neurohacking a Day Can Help You Work Better, Think Faster, and Get More Done",Elizabeth R. Ricker,"Ricker, Elizabeth R.",,"=""0316535087""","=""9780316535083""",0,3.68,"Little, Brown Spark",Kindle Edition,368,2021,,,2022/03/29,currently-reading,currently-reading (#216),currently-reading,,,,1,0
59535613,Develop Your Cybersecurity Career Path: How to Break into Cybersecurity at Any Level,Gary Hayslip,"Hayslip, Gary","Christophe Foulon, Renee Small, Bill Bonney","=""""","=""""",0,0.0,,Kindle Edition,290,2021,,,2022/03/29,currently-reading,currently-reading (#215),currently-reading,,,,1,0
59110512,Security and Microservice Architecture on AWS,Gaurav Raje,"Raje, Gaurav",,"=""""","=""""",0,4.38,O'Reilly Media,Kindle Edition,641,2021,,,2022/03/23,currently-reading,currently-reading (#214),currently-reading,,,,1,0
57949196,Be Exceptional: Master the Five Traits That Set Extraordinary People Apart,Joe Navarro,"Navarro, Joe",Toni Sciarra Poynter,"=""""","=""""",0,4.01,William Morrow,Kindle Edition,288,2021,,,2022/03/23,currently-reading,currently-reading (#213),currently-reading,,,,1,0
56485888,SSL/TLS Under Lock and Key: A Guide to Understanding SSL/TLS Cryptography,Paul Baka,"Baka, Paul","Jeremy Schatten, Hollie Acres","=""""","=""""",0,4.19,Keyko Books,Kindle Edition,117,2020,,,2022/03/21,currently-reading,currently-reading (#212),currently-reading,,,,1,0
53604359,Concentration: Maintain Laser Sharp Focus and Attention for Stretches of 5 Hours or More (Mental Performance),Kam Knight,"Knight, Kam",,"=""""","=""""",0,4.06,MindLily.com,Kindle Edition,258,2020,,,2022/03/21,currently-reading,currently-reading (#211),currently-reading,,,,1,0
57915291,"The Power of Awareness: And Other Secrets from the World's Foremost Spies, Detectives, and Special Operators on How to Stay Safe and Save Your Life",Dan Schilling,"Schilling, Dan",,"=""1538718693""","=""""",0,3.96,Grand Central Publishing,Kindle Edition,273,2021,,,2022/03/21,currently-reading,currently-reading (#210),currently-reading,,,,1,0
22708794,Influencing Virtual Teams: 17 Tactics That Get Things Done with Your Remote Employees,Hassan Osman,"Osman, Hassan",,"=""""","=""""",0,3.77,,Kindle Edition,69,2014,2014,,2022/03/17,currently-reading,currently-reading (#209),currently-reading,,,,1,0
53855499,Notion for Novices: A Beginner's Guide to Notion,Carl Pepper,"Pepper, Carl",,"=""""","=""""",0,3.42,,Kindle Edition,49,2020,,,2022/03/17,currently-reading,currently-reading (#208),currently-reading,,,,1,0
58435481,Continuous Delivery Pipelines: How To Build Better Software Faster,David  Farley,"Farley, David",,"=""""","=""""",0,4.10,,Kindle Edition,162,2021,2021,,2022/03/17,currently-reading,currently-reading (#207),currently-reading,,,,1,0
54706309,"Rapid Knowledge Acquisition & Synthesis: How to Quickly Learn, Comprehend, Apply, and Master New Information and Skills (Learning how to Learn Book 17)",Peter Hollins,"Hollins, Peter",,"=""""","=""""",0,3.99,PH Learning Co.,Kindle Edition,244,2020,,,2022/03/17,currently-reading,currently-reading (#206),currently-reading,,,,1,0
19212216,The Confidence Gap: A Guide to Overcoming Fear and Self-Doubt,Russ Harris,"Harris, Russ",Steven Hayes,"=""""","=""""",0,4.06,Trumpeter,Kindle Edition,274,2011,2010,,2022/03/17,currently-reading,currently-reading (#205),currently-reading,,,,1,0
18895541,"Feel the Fear and Do It Anyway®: Dynamic techniques for turning Fear, Indecision and Anger into Power, Action and Love",Susan  Jeffers,"Jeffers, Susan",,"=""""","=""""",0,4.01,Jeffers Press,Kindle Edition,186,2007,1987,,2022/03/17,currently-reading,currently-reading (#204),currently-reading,,,,1,0
23658680,The Magic of Thinking Big,David J. Schwartz,"Schwartz, David J.",,"=""0698198581""","=""""",0,4.26,Prentice Hall Press,Kindle Edition,316,2014,1959,,2022/03/17,currently-reading,currently-reading (#203),currently-reading,,,,1,0
45891035,"The Invisibility Cure: How to Stand Out, Get Noticed and Get What You Want at Work",Chrissy Scivicque,"Scivicque, Chrissy",,"=""""","=""""",0,4.50,,Kindle Edition,190,2019,,,2022/03/08,currently-reading,currently-reading (#201),currently-reading,,,,1,0
59247586,Personal Socrates: Questions That Will Upgrade Your Life from Legends & World-Class Performers,Marc  Champagne,"Champagne, Marc",,"=""1943623368""","=""9781943623365""",0,4.11,Baronfig Circus,Kindle Edition,258,2021,2021,,2022/03/08,currently-reading,currently-reading (#200),currently-reading,,,,1,0
32734635,The Proactive Professional: How to Stop Playing Catch Up and Start Getting Ahead at Work (and in Life!),Chrissy Scivicque,"Scivicque, Chrissy",,"=""""","=""""",0,4.14,,Kindle Edition,208,2016,,,2022/03/08,currently-reading,currently-reading (#199),currently-reading,,,,1,0
41457704,GameTek,Geoffrey Engelstein,"Engelstein, Geoffrey",,"=""""","=""""",0,3.91,HarperCollins,Kindle Edition,272,2019,,,2022/02/26,currently-reading,currently-reading (#198),currently-reading,,,,1,0
33792742,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816048""","=""""",0,3.92,Random House Canada,Kindle Edition,432,2018,2018,,2022/02/26,currently-reading,currently-reading (#197),currently-reading,,,,1,0
30123993,OAuth 2.0: Learn OAuth in a simple way,Dan Warnock,"Warnock, Dan",,"=""""","=""""",0,5.00,,Kindle Edition,71,2016,,,2022/02/26,currently-reading,currently-reading (#196),currently-reading,,,,1,0
31671090,"Create Your Own Operating System: Build, deploy, and test your very own operating systems for the Internet of Things and other devices",Lucus Darnell,"Darnell, Lucus",,"=""""","=""""",0,3.79,,Kindle Edition,151,2016,,,2022/02/26,currently-reading,currently-reading (#195),currently-reading,,,,1,0
23261075,"Advanced API Security: Securing APIs with OAuth 2.0, OpenID Connect, JWS, and JWE",Prabath Siriwardena,"Siriwardena, Prabath",,"=""""","=""""",0,3.68,Apress,Kindle Edition,251,2014,2014,,2022/02/26,currently-reading,currently-reading (#194),currently-reading,,,,1,0
58880978,Smarter Not Harder: 17 Navy SEAL Maxims to Elevate Critical Thinking and Prosper in Business and Life,David Sears,"Sears, David",,"=""""","=""""",0,4.69,Amplify Publishing,Kindle Edition,158,2021,,,2022/02/26,currently-reading,currently-reading (#193),currently-reading,,,,1,0
59753272,Why Privacy Matters,Neil Richards,"Richards, Neil",,"=""""","=""""",0,4.06,Oxford University Press,Kindle Edition,293,2021,,,2022/02/26,currently-reading,currently-reading (#192),currently-reading,,,,1,0
56337813,"DevSecOps: A leader’s guide to producing secure software without compromising flow, feedback and continuous improvement",Glenn Wilson,"Wilson, Glenn",,"=""""","=""""",0,3.67,Rethink Press,Kindle Edition,282,2020,,,2022/02/26,currently-reading,currently-reading (#191),currently-reading,,,,1,0
53575067,Invisible Solutions: 25 Lenses that Reframe and Help Solve Difficult Business Problems,Stephen M. Shapiro,"Shapiro, Stephen M.",,"=""1645431878""","=""9781645431879""",0,4.09,Amplify Publishing,Kindle Edition,131,2020,,,2022/02/26,currently-reading,currently-reading (#190),currently-reading,,,,1,0
59770025,The Confident Mind: A Battle-Tested Guide to Unshakable Performance,Nate Zinsser,"Zinsser, Nate",,"=""""","=""""",0,4.24,Custom House,Kindle Edition,351,2022,,,2022/02/12,currently-reading,currently-reading (#188),currently-reading,,,,1,0
31817699,100 Tricks to Appear Smart in Meetings: How to Get By Without Even Trying,Sarah  Cooper,"Cooper, Sarah",,"=""1449481876""","=""9781449481872""",0,3.91,Andrews McMeel Publishing,Kindle Edition,204,2016,2016,,2022/02/12,currently-reading,currently-reading (#189),currently-reading,,,,1,0
57280624,"Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (The Path to Calm Book 1)",Nick Trenton,"Trenton, Nick",,"=""""","=""""",0,3.76,NCTS Inc.,Kindle Edition,191,2021,,,2022/02/12,currently-reading,currently-reading (#187),currently-reading,,,,1,0
24315559,Procrastinate on Purpose: 5 Permissions to Multiply Your Time,Rory Vaden,"Vaden, Rory",,"=""0698159284""","=""9780698159280""",0,3.94,TarcherPerigee,Kindle Edition,254,2015,2015,,2022/02/12,currently-reading,currently-reading (#186),currently-reading,,,,1,0
59463541,The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,"Pink, Daniel H.",,"=""""","=""""",0,3.84,Riverhead Books,Kindle Edition,256,2022,2022,,2022/02/07,currently-reading,currently-reading (#185),currently-reading,,,,1,0
58709305,"Peak Mind: Find Your Focus, Own Your Attention in Just 12 Minutes a Day",Amishi P. Jha,"Jha, Amishi P.",,"=""""","=""""",0,4.06,HarperOne,Kindle Edition,352,2021,2021,,2022/02/05,currently-reading,currently-reading (#184),currently-reading,,,,1,0
57654400,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""""","=""""",0,4.48,Dey Street Books,Kindle Edition,304,2021,2021,,2022/02/05,currently-reading,currently-reading (#183),currently-reading,,,,1,0
59229953,Privacy Is Hard and Seven Other Myths: Achieving Privacy through Careful Design,Jaap-Henk Hoepman,"Hoepman, Jaap-Henk",,"=""0262365529""","=""9780262365529""",0,4.33,The MIT Press,Kindle Edition,264,2021,,,2022/02/02,currently-reading,currently-reading (#182),currently-reading,,,,1,0
55240160,"Mastering Blockchain: A Deep Dive Into Distributed Ledgers, Consensus Protocols, Smart Contracts, DApps, Cryptocurrencies, Ethereum, and More",Imran Bashir,"Bashir, Imran",,"=""1839211377""","=""9781839211379""",0,4.38,Packt Publishing,Kindle Edition,1507,2020,,,2021/11/14,currently-reading,currently-reading (#180),currently-reading,,,,1,0
59491262,"Web3 - The Decentralized Web - The Complete Guide: Why the Decentralized Web3 is The Future [dApps, Smart Contracts, Decentralization, NFTs, Blockchain]",Alex Anderson,"Anderson, Alex",,"=""""","=""""",0,3.43,,Kindle Edition,88,2021,,,2021/11/14,currently-reading,currently-reading (#179),currently-reading,,,,1,0
43063638,Selenium WebDriver Recipes in Ruby: The problem solving guide to Selenium WebDriver in Ruby (Test Automation Recipes Series Book 2),Zhimin Zhan,"Zhan, Zhimin",,"=""""","=""""",0,4.50,,Kindle Edition,277,2018,2015,,2019/02/21,currently-reading,currently-reading (#41),currently-reading,,,,1,0
56921032,"Enemy at the Gates (Mitch Rapp, #20)",Kyle Mills,"Mills, Kyle",Vince Flynn,"=""""","=""""",0,4.43,Atria/Emily Bestler Books,Kindle Edition,384,2021,2021,,2021/09/20,currently-reading,currently-reading (#178),currently-reading,,,,1,0
36537006,Rebel Talent: Why It Pays to Break the Rules at Work and in Life,Francesca Gino,"Gino, Francesca",,"=""""","=""""",0,3.73,Dey Street Books,Kindle Edition,309,2018,2018,,2021/08/27,currently-reading,currently-reading (#177),currently-reading,,,,1,0
52645088,"Buy Yourself the F*cking Lilies: And Other Rituals to Fix Your Life, from Someone Who's Been There",Tara Schuster,"Schuster, Tara",,"=""0525509895""","=""""",0,3.90,The Dial Press,Kindle Edition,329,2020,2020,,2021/08/27,currently-reading,currently-reading (#176),currently-reading,,,,1,0
29283479,People Games: The Most Common Mind Games and Power Plays That People Play,Min Liu,"Liu, Min",,"=""""","=""""",0,3.53,,Kindle Edition,59,2016,,,2021/08/27,currently-reading,currently-reading (#175),currently-reading,,,,1,0
53690556,"Cryptography: The Key to Digital Security, How It Works, and Why It Matters",Keith M. Martin,"Martin, Keith M.",,"=""""","=""""",0,3.90,W. W. Norton & Company,Kindle Edition,316,2020,2020,,2021/08/19,currently-reading,currently-reading (#174),currently-reading,,,,1,0
56892407,"Black Ice (Scot Harvath, #20)",Brad Thor,"Thor, Brad",,"=""""","=""""",5,4.29,Atria/Emily Bestler Books,Kindle Edition,336,2021,2021,2021/08/16,2021/08/16,,,read,,,,1,0
57942764,The Safety Trap: A Security Expert's Secrets for Staying Safe in a Dangerous World,Spencer Coursen,"Coursen, Spencer",,"=""""","=""""",0,4.14,St. Martin's Press,Kindle Edition,356,2021,2021,,2021/05/25,currently-reading,currently-reading (#173),currently-reading,,,,1,0
36225016,"Attacking Network Protocols: A Hacker's Guide to Capture, Analysis, and Exploitation",James Forshaw,"Forshaw, James",,"=""1593278446""","=""""",0,3.89,No Starch Press,Kindle Edition,336,2018,2017,,2018/01/01,currently-reading,currently-reading (#2),currently-reading,,,,1,0
56769353,Winning: The Unforgiving Race to Greatness (Tim Grover Winning Series),Tim S. Grover,"Grover, Tim S.",,"=""""","=""""",0,4.36,Scribner,Kindle Edition,237,2021,2021,,2021/05/20,currently-reading,currently-reading (#171),currently-reading,,,,1,0
44773810,Labyrinth: The Art of Decision-Making,Pawel Motyl,"Motyl, Pawel",,"=""1989025323""","=""9781989025321""",0,3.67,Page Two,Kindle Edition,375,2019,,,2021/05/10,currently-reading,currently-reading (#170),currently-reading,,,,1,0
30646587,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life",J.L. Collins,"Collins, J.L.",Mr. Money Mustache,"=""""","=""""",0,4.44,jlcollinsnh.com,Kindle Edition,288,2016,2016,,2021/04/27,currently-reading,currently-reading (#169),currently-reading,,,,1,0
44799346,A Data-Driven Computer Defense: A Way to Improve Any Computer Defense,Roger A. Grimes,"Grimes, Roger A.",,"=""""","=""""",0,4.33,,Kindle Edition,268,2019,,,2021/04/27,currently-reading,currently-reading (#168),currently-reading,,,,1,0
19251179,DNS Security: In-depth Vulnerability Analysis and Mitigation Solutions,Anestis  Karasaridis,"Karasaridis, Anestis",,"=""""","=""""",0,4.08,,Kindle Edition,334,2012,2012,,2021/04/27,currently-reading,currently-reading (#167),currently-reading,,,,1,0
55103199,Win the Day: 7 Daily Habits to Help You Stress Less & Accomplish More,Mark Batterson,"Batterson, Mark",,"=""059319277X""","=""9780593192771""",0,4.21,Multnomah,Kindle Edition,240,2020,2021,,2021/04/08,currently-reading,currently-reading (#166),currently-reading,,,,1,0
19627608,Web Workers: Multithreaded Programs in JavaScript,Ido Green,"Green, Ido",,"=""""","=""""",0,3.33,O'Reilly Media,Kindle Edition,67,2012,2012,,2021/04/08,currently-reading,currently-reading (#165),currently-reading,,,,1,0
50816369,Lives of the Stoics: The Art of Living from Zeno to Marcus Aurelius,Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""""","=""""",0,4.04,Portfolio,Kindle Edition,352,2020,2020,,2021/04/06,currently-reading,currently-reading (#164),currently-reading,,,,1,0
19184033,Training the Samurai Mind: A Bushido Sourcebook,Thomas Cleary,"Cleary, Thomas",,"=""""","=""""",0,3.80,Shambhala,Kindle Edition,290,2009,2008,,2021/04/06,currently-reading,currently-reading (#163),currently-reading,,,,1,0
56647592,The Energy Formula: Six life changing ingredients to unleash your limitless potential,Shawn  Wells,"Wells, Shawn",,"=""""","=""""",0,4.37,Launch Pad Publishing,Kindle Edition,376,2021,,,2021/04/03,currently-reading,currently-reading (#162),currently-reading,,,,1,0
54008605,Network Programming with Go: Code Secure and Reliable Network Services from Scratch,Adam Woodbeck,"Woodbeck, Adam",,"=""""","=""""",0,4.03,No Starch Press,Kindle Edition,348,2021,,,2021/03/30,currently-reading,currently-reading (#161),currently-reading,,,,1,0
53540921,"Building Secure and Reliable Systems: Best Practices for Designing, Implementing, and Maintaining Systems",Heather  Adkins,"Adkins, Heather","Betsy Beyer, Paul Blankinship, Piotr Lewandowski, Ana Oprea, Adam Stubblefield","=""1492083089""","=""9781492083085""",0,3.91,Océano,Kindle Edition,914,2020,,,2021/03/28,currently-reading,currently-reading (#160),currently-reading,,,,1,0
46008456,"One Minute Out (Gray Man, #9)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",0,4.46,Berkley ,Kindle Edition,529,2020,2020,,2021/03/26,currently-reading,currently-reading (#159),currently-reading,,,,1,0
54339115,A World Without Email: Reimagining Work in an Age of Communication Overload,Cal Newport,"Newport, Cal",,"=""0525536574""","=""""",0,3.89,Portfolio,Kindle Edition,320,2021,2021,,2021/03/25,currently-reading,currently-reading (#158),currently-reading,,,,1,0
51066531,The Lion Tracker's Guide to Life,Boyd Varty,"Varty, Boyd",,"=""""","=""""",0,4.32,Houghton Mifflin Harcourt,Kindle Edition,160,2019,2014,,2021/03/24,currently-reading,currently-reading (#157),currently-reading,,,,1,0
40202025,"Mission Critical (Gray Man, #8)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",0,4.48,Berkley,Kindle Edition,512,2019,2019,2021/03/23,2021/03/19,,,read,,,,1,0
54607092,Nöthin' But a Good Time: The Uncensored History of the '80s Hard Rock Explosion,Tom Beaujour,"Beaujour, Tom","Richard Bienstock, Corey Taylor","=""""","=""""",0,4.07,St. Martin's Press,Kindle Edition,549,2021,2021,,2021/03/19,currently-reading,currently-reading (#156),currently-reading,,,,1,0
35226533,"Agent in Place (Gray Man, #7)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",5,4.40,Berkley,Kindle Edition,521,2018,2018,2021/03/19,2021/03/15,,,read,Can't put this series down!,,,1,0
30189669,"Gunmetal Gray (Gray Man, #6)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",0,4.46,Berkley,Kindle Edition,505,2017,2017,2021/03/15,2021/03/10,,,read,,,,1,0
56558238,Life is Just... : A Walk Within,Keith Manley II,"II, Keith Manley",,"=""""","=""""",0,4.50,,Kindle Edition,74,2021,,2021/03/12,2021/03/11,,,read,,,,1,0
24867351,"Back Blast (Gray Man, #5)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",4,4.55,Berkley,Kindle Edition,528,2016,2016,2021/03/10,2021/03/06,,,read,"I've never binge-read a book series before, but I can't stop!",,,1,0
18930503,"Dead Eye (Gray Man, #4)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",5,4.41,Berkley,Kindle Edition,497,2013,2013,2021/03/06,2021/03/03,,,read,,,,1,0
11798874,"Ballistic (Gray Man, #3)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",0,4.31,Berkley,Kindle Edition,480,,2011,2021/03/03,2021/02/28,,,read,,,,1,0
9533399,"On Target (Gray Man, #2)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",5,4.19,Jove,Kindle Edition,,2010,2010,2021/02/28,2021/02/15,,,read,Another great Gray Man book!   ,,,1,0
44169361,"The Gray Man (Gray Man, #1)",Mark Greaney,"Greaney, Mark",,"=""""","=""""",4,4.15,Berkley,Kindle Edition,417,2009,2009,2021/02/15,2021/02/11,,,read,Great read!,,,1,0
56681784,"Never Enough: A Navy SEAL Commander on Living a Life of Excellence, Agility, and Meaning",Mike   Hayes,"Hayes, Mike",,"=""""","=""""",0,4.24,Celadon Books,Kindle Edition,232,2021,2021,,2021/02/09,currently-reading,currently-reading (#155),currently-reading,,,,1,0
56851578,A bug bounty hunting journey: Overcome your limits and become a successful hunter,the hackerish,"hackerish, the",,"=""""","=""""",0,3.84,,Kindle Edition,105,2021,,,2021/02/05,currently-reading,currently-reading (#154),currently-reading,,,,1,0
40027819,Cyber Wars: Hacks that Shocked the Business World,Charles Arthur,"Arthur, Charles",,"=""""","=""""",0,4.04,Kogan Page,Kindle Edition,248,2018,,,2021/02/03,currently-reading,currently-reading (#153),currently-reading,,,,1,0
33390368,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""""","=""""",0,4.40,Portfolio,Kindle Edition,343,2017,2017,,2021/02/03,currently-reading,currently-reading (#152),currently-reading,,,,1,0
39808060,Worm: The First Digital World War,Mark Bowden,"Bowden, Mark",,"=""""","=""""",0,3.59,Atlantic Monthly Press,Kindle Edition,265,2011,2011,,2021/02/03,currently-reading,currently-reading (#151),currently-reading,,,,1,0
36246876,Agile Application Security: Enabling Security in a Continuous Delivery Pipeline,Laura Bell,"Bell, Laura","Michael Brunton-Spall, Rich Smith, Jim Bird","=""1491938803""","=""9781491938805""",0,4.27,O'Reilly Media,Kindle Edition,554,2017,,,2021/02/01,currently-reading,currently-reading (#150),currently-reading,,,,1,0
56586321,The Introvert’s Edge to Networking: Work the Room. Leverage Social Media. Develop Powerful Connections,Matthew Owen Pollard,"Pollard, Matthew Owen",Jeb Blount,"=""""","=""""",0,3.93,HarperCollins Leadership,Kindle Edition,235,2021,2021,,2021/01/25,currently-reading,currently-reading (#149),currently-reading,,,,1,0
53677578,"Attack Surface (Little Brother, #3)",Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",0,3.95,Tor Books ,Kindle Edition,384,2020,2020,,2021/01/19,currently-reading,currently-reading (#148),currently-reading,,,,1,0
23316525,The Director,David Ignatius,"Ignatius, David",,"=""0393350592""","=""9780393350593""",0,3.58,W. W. Norton & Company,Paperback,384,2015,2014,,2021/01/17,to-read,to-read (#58),to-read,,,,0,0
39731977,How the Internet Happened: From Netscape to the iPhone,Brian  McCullough,"McCullough, Brian",,"=""""","=""""",0,4.28,Liveright,Kindle Edition,370,2018,2018,,2021/01/13,currently-reading,currently-reading (#147),currently-reading,,,,1,0
18491275,The First 90 Days: Proven Strategies for Getting Up to Speed Faster and Smarter,Michael D. Watkins,"Watkins, Michael D.",,"=""""","=""""",0,3.86,Harvard Business Review Press,Kindle Edition,304,2013,2003,,2021/01/11,currently-reading,currently-reading (#146),currently-reading,,,,1,0
55508442,Malware Analysis and Detection Engineering: A Comprehensive Approach to Detect and Analyze Modern Malware,Abhijit Mohanta,"Mohanta, Abhijit",Anoop Saldanha,"=""1484261933""","=""9781484261934""",0,4.11,Apress,Kindle Edition,928,2020,,,2021/01/09,to-read,to-read (#57),to-read,,,,0,0
6511355,Where Wizards Stay Up Late: The Origins Of The Internet,Katie Hafner,"Hafner, Katie",Matthew Lyon,"=""""","=""""",0,3.93,Simon & Schuster,Kindle Edition,304,1999,1996,,2021/01/01,currently-reading,currently-reading (#145),currently-reading,,,,1,0
53836973,Embrace the Suck: The Navy SEAL Way to an Extraordinary Life,Brent Gleeson,"Gleeson, Brent",,"=""0306846322""","=""9780306846328""",0,4.16,Hachette Go,Kindle Edition,225,2020,2020,,2020/12/23,currently-reading,currently-reading (#144),currently-reading,,,,1,0
40367623,"Dawn of the Code War: America's Battle Against Russia, China, and the Rising Global Cyber Threat",John P. Carlin,"Carlin, John P.",Garrett M. Graff,"=""""","=""""",0,3.81,PublicAffairs,Kindle Edition,481,2018,2018,,2020/12/19,currently-reading,currently-reading (#143),currently-reading,,,,1,0
53784725,Container Security: Fundamental Technology Concepts that Protect Containerized Applications,Liz Rice,"Rice, Liz",,"=""1492056669""","=""9781492056669""",0,4.55,O'Reilly Media,Kindle Edition,245,2020,,,2020/07/04,currently-reading,currently-reading (#109),currently-reading,,,,1,0
55504896,"AWS Penetration Testing: Beginner's guide to hacking AWS with tools such as Kali Linux, Metasploit, and Nmap",Jonathan Helmus,"Helmus, Jonathan",,"=""1839213868""","=""9781839213861""",0,4.71,Packt Publishing,Kindle Edition,330,2020,,,2020/12/10,currently-reading,currently-reading (#142),currently-reading,,,,1,0
33386080,Writing An Interpreter In Go,Thorsten Ball,"Ball, Thorsten",,"=""""","=""""",0,4.57,,Kindle Edition,264,2016,,,2020/12/10,currently-reading,currently-reading (#141),currently-reading,,,,1,0
54447930,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",0,3.43,Ballantine Books,Kindle Edition,384,2020,2020,,2020/11/30,currently-reading,currently-reading (#140),currently-reading,,,,1,0
41831817,The Markdown Guide,Matt Cone,"Cone, Matt",,"=""1005898782""","=""9781005898786""",0,4.06,,Kindle Edition,51,2018,,,2020/11/03,currently-reading,currently-reading (#139),currently-reading,,,,1,0
54538434,The Wim Hof Method: Activate Your Full Human Potential,Wim Hof,"Hof, Wim","Elissa Epel, PhD","=""""","=""""",0,3.83,Sounds True,Kindle Edition,226,2020,2020,,2020/11/01,currently-reading,currently-reading (#138),currently-reading,,,,1,0
28509312,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""""","=""""",0,3.88,Crown,Kindle Edition,254,2016,2016,,2020/10/26,currently-reading,currently-reading (#137),currently-reading,,,,1,0
12645117,"Old New Thing, The: Practical Development Throughout the Evolution of Windows, The",Raymond Chen,"Chen, Raymond",,"=""""","=""""",0,3.93,,Kindle Edition,550,,2006,,2020/10/26,currently-reading,currently-reading (#136),currently-reading,,,,1,0
50544028,Wise as Fu*k: Simple Truths to Guide You Through the Sh*tstorms of Life,Gary John Bishop,"Bishop, Gary John",,"=""""","=""""",0,3.81,HarperOne,Kindle Edition,224,2020,2020,,2020/10/25,currently-reading,currently-reading (#135),currently-reading,,,,1,0
55296812,Stand Out: How to Build Your Leadership Presence,Carol Kinsey Goman,"Goman, Carol Kinsey",,"=""1789665825""","=""9781789665826""",0,3.50,Kogan Page,Kindle Edition,272,2020,,,2020/10/24,currently-reading,currently-reading (#134),currently-reading,,,,1,0
23546276,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,"Zetter, Kim",,"=""""","=""""",0,4.17,Crown,Kindle Edition,490,2014,2014,,2020/10/19,currently-reading,currently-reading (#133),currently-reading,,,,1,0
25894546,Network Attacks and Exploitation: A Framework,Matthew Monte,"Monte, Matthew",,"=""""","=""""",0,4.05,Wiley,Kindle Edition,190,2015,2015,,2020/10/17,currently-reading,currently-reading (#132),currently-reading,,,,1,0
54571523,Hook Point: How to Stand Out in a 3-Second World,Brendan Kane,"Kane, Brendan",,"=""1949001016""","=""9781949001013""",0,3.49,Waterside Productions,Kindle Edition,304,2020,,,2020/10/16,currently-reading,currently-reading (#131),currently-reading,,,,1,0
53539126,Deliberate Discomfort: How U.S. Special Operations Forces Overcome Fear and Dare to Win by Getting Comfortable Being Uncomfortable,Jason Van Camp,"Camp, Jason Van",,"=""""","=""""",0,4.74,,Kindle Edition,287,2020,,,2020/10/16,currently-reading,currently-reading (#130),currently-reading,,,,1,0
